skuprd,main_category,sub_category,child_category,product_name,product_feature_image,product_description,current_price,previous_price,stock,size,size_quantity,size_extra_price,colors,tags,youtube,policy,meta_tag,meta_description,product_type,affiliate_link,attributes
35609,Grocery  Retail,"Jam, Honey, Spread Retail",,Rowse Runny Honey 340g,https://theqlocal.com/assets/images/Images/imagenameGJrcf.jpg,Hives for lives  Protecting bees and beekeepersWake up to nature...Kosher  KLBDKosherHoney may naturally crystallise. A blend of NonEU honeys. Cap On  Widely RecycledAdvisory/Months 12,16.39,,,,,,,"Rowse Runny Honey 340g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Jam,Honey,Spread Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Rowse Runny Honey 340g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Jam,Honey,Spread Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Rowse Runny Honey 340g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Jam,Honey,Spread Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""340g""],""prices"":[""0""],""details_status"":1}}"
35610,Grocery  Retail,"Jam, Honey, Spread Retail",,SunPat Crunchy Peanut Butter 300g,https://theqlocal.com/assets/images/Images/imagenameriUPJ.jpg,Crunchy Peanut ButterIt just has to be crunchyPacked with 96 percent peanutsNatural source of proteinNaturally high in fibreSuitable for vegetarians and vegansSuitable for VegansSuitable for VegetariansThe Nations Best Tasting Source YouGov Survey March 2019. Base Peanut Butter Eaters (951). Maintains energy Niacin and Phosphorus contribute to normal energyyielding metabolism as part of a healthy lifestyle with a varied and balanced diet.Widely Recycled Trademarks appearing on this product are owned by Hain Daniels GroupNumber of uses/Servings 20Contains approximately 20 (15g) servings,14.65,,,,,,,"SunPat Crunchy Peanut Butter 300g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Jam,Honey,Spread Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"SunPat Crunchy Peanut Butter 300g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Jam,Honey,Spread Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","SunPat Crunchy Peanut Butter 300g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Jam,Honey,Spread Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""300g""],""prices"":[""0""],""details_status"":1}}"
35611,Grocery  Retail,"Jam, Honey, Spread Retail",,SunPat Smooth Peanut Butter 300g,https://theqlocal.com/assets/images/Images/imagenameCzjCq.jpg,Smooth Peanut ButterIt just has to be smoothPacked with 95 percent peanutsNatural source of proteinNaturally high in fibreSuitable for vegetarians and vegansSuitable for VegansSuitable for VegetariansThe Nations Best Tasting Source YouGov Survey March 2019. Base Peanut Butter Eaters (951). Maintains energy Niacin and Phosphorus contribute to normal energyyielding metabolism as part of a healthy lifestyle with a varied and balanced diet.Widely Recycled Trademarks appearing on this product are owned by Hain Daniels GroupNumber of uses/Servings 20Contains approximately 20 (15g) servings,14.65,,,,,,,"SunPat Smooth Peanut Butter 300g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Jam,Honey,Spread Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"SunPat Smooth Peanut Butter 300g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Jam,Honey,Spread Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","SunPat Smooth Peanut Butter 300g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Jam,Honey,Spread Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""300g""],""prices"":[""0""],""details_status"":1}}"
35612,Grocery  Retail,Ketchup & Sauce Retail,,Colmans Bramley Apple Sauce 155ml,https://theqlocal.com/assets/images/Images/imagenameHJTZq.jpg,Try Colmans delicious Apple SauceMade with British grown Bramley applesTake your Roast Pork from good to great with Colmans Apple SauceColmans condiments perfect for all the familyA ready to use apple condiment sauceSuitable for vegetariansOver 200 years ago Jeremiah Colman founded Colmans in Stoke Holy Cross 4 miles outside of Norwich. Passionate about good food and strong flavour Colmans continues to commit to using great quality ingredients to make the best flavour enhancers for your food. Colman’s Apple Sauce is a deliciously chunky condiment that’ll add big sweet flavour to your favourite dishes. Colman’s Apple Sauce is the perfect accompaniment to your Roast Pork and adds a uniquely sweet flavour to soup sausage and even cake recipes Keep a jar of Colman’s Apple Sauce on hand to transform your everyday meals from simple to spectacular. If you love our Apple Sauce why not try the rest of our range including Colman’s Mint Sauce perfect for Roast Lamb. Colman’s Cranberry Sauce perfect for Roast Chicken. Colman’s Tartare Sauce perfect with Fish and Chips. Colman’s Seafood Sauce perfect in a prawn cocktail. Colman’s Horseradish Sauce perfect with Roast Beef. Head to our website – www.colman’s.co.uk for more exciting recipe inspiration across our full dressings and recipe packet range. You can also take a look at our broad Colman’s product range where you can find tasty new products and recipes ideas for midweek meals decadent roast dinners simple sandwiches and much more,9.99,,,,,,,"Colmans Bramley Apple Sauce 155ml,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Colmans Bramley Apple Sauce 155ml,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Colmans Bramley Apple Sauce 155ml,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 8""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""155g""],""prices"":[""0""],""details_status"":1}}"
35613,Grocery  Retail,Ketchup & Sauce Retail,,Colmans English Mustard 100g,https://theqlocal.com/assets/images/Images/imagenamesYsla.jpg,English MustardOriginal Norwich English MustardTry Colmans delicious Original English MustardHot and deliciousMake your meals instantly meatylicious with Colmans Original English Mustard Squeeze fiery helpings on your sarnies all over your barbecue bangers or stir into mountains of mashFull on flavourSuitable for vegetariansOver 200 years ago Jeremiah Colman founded Colmans in Stoke Holy Cross 4 miles outside of Norwich. Passionate about good food and strong flavour Colmans continues to commit to using great quality ingredients to make the best flavour enhancers for your food. Try Colmans deliciously hot English Mustard perfect with your Roast Beef. Colman’s Original English Mustard is a hot mustard that will add big bold flavour to your favourite dishes. Colman’s English Mustard is the perfect accompaniment to your Roast Beef and Ham Sandwiches. It also makes for an excellent punch of flavour in many recipes such as devilled eggs salad dressings and mashed potatoes. Keep a jar of Colman’s English Mustard on hand to transform your everyday meals from simple to spectacular. If you love our English Mustard why not try the rest of our range including Colman’s Mint Sauce that’ll add a zing to your Roast Lamb. Colman’s Cranberry Sauce a fruity addition to your Roast Chicken or Turkey. Colman’s Tartare Sauce perfect with your Fish and Chips. Colman’s Horseradish Sauce to add heat to your with Roast Beef. Colman’s Apple Sauce for a sweet addition to Roast Pork. And Colman’s Seafood Sauce for creating the best Prawn Cocktails. Head to our website – www.colman’s.co.uk for more exciting recipe inspiration across our full dressings and recipe packet range. You can also take a look at our broad Colman’s product range where you can find tasty new products and recipes ideas for midweek meals decadent roast dinners simple sandwiches and much more,11.99,,,,,,,"Colmans English Mustard 100g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Colmans English Mustard 100g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Colmans English Mustard 100g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 8""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""100g""],""prices"":[""0""],""details_status"":1}}"
35614,Grocery  Retail,Ketchup & Sauce Retail,,Colmans Sce Classic Mint,https://theqlocal.com/assets/images/Images/imagenameaBoVB.jpg,Colmans Sce Classic Mint,9.99,,,,,,,"Colmans Sce Classic Mint,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Colmans Sce Classic Mint,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Colmans Sce Classic Mint,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 8""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""165g""],""prices"":[""0""],""details_status"":1}}"
35615,Grocery  Retail,Ketchup & Sauce Retail,,Euro Shopper Tomato Ketchup 470g,https://theqlocal.com/assets/images/Images/imagenamehrPtc.jpg,Tomato KetchupSuitable for vegetariansSuitable for VegetariansWidely Recycled 001219Number of uses/Servings 47Contains 47 x 10g servings,7.85,,,,,,,"Euro Shopper Tomato Ketchup 470g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Euro Shopper Tomato Ketchup 470g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Euro Shopper Tomato Ketchup 470g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 8""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""470g""],""prices"":[""0""],""details_status"":1}}"
35616,Grocery  Retail,Ketchup & Sauce Retail,,Happy Shopper BBQ Sauce 450g,https://theqlocal.com/assets/images/Images/imagenameTBgoI.jpg,Barbecue SauceSuitable for VegetariansSuitable for Vegetarians,9.49,,,,,,,"Happy Shopper BBQ Sauce 450g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Happy Shopper BBQ Sauce 450g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Happy Shopper BBQ Sauce 450g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 8""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""450g""],""prices"":[""0""],""details_status"":1}}"
35617,Grocery  Retail,Ketchup & Sauce Retail,,Happy Shopper Malt Vinegar 284ml,https://theqlocal.com/assets/images/Images/imagenameSUXih.jpg,Malt Vinegar,7.49,,,,,,,"Happy Shopper Malt Vinegar 284ml,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Happy Shopper Malt Vinegar 284ml,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Happy Shopper Malt Vinegar 284ml,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""284ml""],""prices"":[""0""],""details_status"":1}}"
35618,Grocery  Retail,Ketchup & Sauce Retail,,Happy Shopper Tomato Ketchup 440g,https://theqlocal.com/assets/images/Images/imagenameHNKnA.jpg,Tomato KetchupSuitable for VegetariansSuitable for Vegetarians,9.49,,,,,,,"Happy Shopper Tomato Ketchup 440g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Happy Shopper Tomato Ketchup 440g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Happy Shopper Tomato Ketchup 440g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 8""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""440g""],""prices"":[""0""],""details_status"":1}}"
35619,Grocery  Retail,Ketchup & Sauce Retail,,Heinz Original Salad Cream 285g,https://theqlocal.com/assets/images/Images/imagenameaoIZD.jpg,Salad CreamNo artificial colours flavours or preservativesSuitable for vegetariansDeliciously zingyKosherKosherSuitable for VegetariansRinse  Jar  Recycle Lid  Recycle,17.990000000000002,,,,,,,"Heinz Original Salad Cream 285g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Heinz Original Salad Cream 285g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Heinz Original Salad Cream 285g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""285ml""],""prices"":[""0""],""details_status"":1}}"
35620,Grocery  Retail,Ketchup & Sauce Retail,,Heinz Original Salad Cream 425g,https://theqlocal.com/assets/images/Images/imagenameFXMaT.jpg,Salad CreamSuitable for VegetariansKosherAbsolutely no artificial colours flavours or preservativesPerfect with a fish finger wrap or to add a zing to any pasta dishDeliciously zingyFor fewer calories try our Heinz Salad Cream with 70 percent less fat than regular salad creamKosherSuitable for VegetariansAfter a century of being a musthave ingredient in lunchboxes and picnic hampers up and down the country Heinz Salad Cream is still the ‘Original Tangy Taste that makes it one of Britains bestloved sauces. Does your BBQ need beefing up Does your iceberg get a frosty reception Then why not spruce up your celery boost those burgers and add zest to your chicken breast with a delicious dollop of Heinz Salad Cream Bring on the zing and dish up drumsticks theyll bang on about. Go on get those barbecue tongs wagging.Rinse  Bottle  Recycle Cap  Dont Recycle,22.99,,,,,,,"Heinz Original Salad Cream 425g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Heinz Original Salad Cream 425g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Heinz Original Salad Cream 425g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 10""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""400ml""],""prices"":[""0""],""details_status"":1}}"
35621,Grocery  Retail,Ketchup & Sauce Retail,,Heinz Tomato Ketchup 342g,https://theqlocal.com/assets/images/Images/imagenamedEBAa.jpg,Tomato Ketchup.KosherNo artificial colours. No artificial flavours. No artificial preservatives. No thickeners. Kosher.Number of uses/Servings 22Servings per bottle  22,17.189999999999998,,,,,,,"Heinz Tomato Ketchup 342g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Heinz Tomato Ketchup 342g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Heinz Tomato Ketchup 342g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 10""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""342g""],""prices"":[""0""],""details_status"":1}}"
35622,Grocery  Retail,Ketchup & Sauce Retail,,Hellmanns Light Mayonnaise 400g,https://theqlocal.com/assets/images/Images/imagenamejsFwz.jpg,Light reduced calorie mayonnaise 60 percent less calories than Hellmanns Real MayonnaiseHellmann’s Light mayonnaise is the ideal condiment for sandwiches salads and burgers bringing you a more natural taste to everyday dinnersOur mayo is suitable for vegetariansOur mayonnaise is made with free range eggs and sustainably sourced oils at Hellmanns were on the side of food and are committed to using only the best ingredients60 percent less calories than Hellmanns Real Mayonnaise40 calories per tablespoon for guiltfree tasteEnjoy the delicious creamy taste of Hellmann’s Light Mayonnaise made with absolutely no artificial colours flavours or preservativesOver 100 years ago Richard Hellmann created Hellmanns in a deli in New York. He marked his best products by tying a blue ribbon around them. This blue ribbon is still found on the label and signifies our ongoing commitment to great quality products. For a long long time we’ve been committed to sustainable farming responsible business and doing right by the people who help us make Hellmann’s. Not just because we think it makes our products better but also because it’s the right thing to do. It’s why we only use 100 percent freerange eggs and source 100 percent of our oils responsibly in our mayonnaise. It’s why our ketchup is made with 100 percent sustainably grown tomatoes. And why we’re always working to create new products that help fight food waste or use up less energy or generally do good for the world. Because we’re on the side of food. Hellmanns mayonnaise range include the classic Real Light and Lighter than Light products available in multiple sized jars and convenient squeezy bottles to add a dollop of inspiration to household of all sizes. Weve also launched a range of BBQ sauces including Smokey Honey and Chilli flavours to spice up barbecues across the UK. Why not also try our ketchups made with 36 percent more tomatoes One is made with the entire tomato crop both red and green tomatoes and the other is sweetened only by honey for a more natural offering. Our portfolio also extends to a great tasting American yellow mustard for those hot dog and burger occasions and of course the mustard is made only with sustainably sourced mustard seeds.,14.29,,,,,,,"Hellmanns Light Mayonnaise 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Hellmanns Light Mayonnaise 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Hellmanns Light Mayonnaise 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""400g""],""prices"":[""0""],""details_status"":1}}"
35623,Grocery  Retail,Ketchup & Sauce Retail,,Hellmanns Light Squeezy Mayonnaise 430ml,https://theqlocal.com/assets/images/Images/imagenameLyVUT.jpg,Light Squeezy MayonnaiseEnjoy the delicious creamy taste of Hellmanns Light Mayonnaise made with absolutely no artificial colours flavours or preservativesOur mayo is suitable for vegetariansOur mayonnaise is made with free range eggs and sustainably sourced oils At Hellmanns were on the side of food and are committed to using only the best ingredients60 percent less calories than Hellmanns Real MayonnaiseHellmanns Light mayonnaise is the ideal condiment for sandwiches salads and burgers bringing you a more natural taste to everyday dinners40 calories per tablespoon for guilt free tasteSuitable for VegetariansOver 100 years ago Richard Hellmann created Hellmanns in a deli in New York. He marked his best products by tying a blue ribbon around them. This blue ribbon is still found on the label and signifies our ongoing commitment to great quality products. For a long long time weve been committed to sustainable farming responsible business and doing right by the people who help us make Hellmanns. Not just because we think it makes our products better but also because its the right thing to do. Its why we only use 100 percent freerange eggs and source 100 percent of our oils responsibly in our mayonnaise. Its why our ketchup is made with 100 percent sustainably grown tomatoes. And why were always working to create new products that help fight food waste or use up less energy or generally do good for the world. Because were on the side of food. Hellmanns mayonnaise range include the classic Real Light and Lighter than Light products available in multiple sized jars and convenient squeezy bottles to add a dollop of inspiration to household of all sizes. Weve also launched a range of BBQ sauces including Smokey Honey and Chilli flavours to spice up barbecues across the UK. Why not also try our ketchups made with 36 percent more tomatoes One is made with the entire tomato crop both red and green tomatoes and the other is sweetened only by honey for a more natural offering. Our portfolio also extends to a great tasting American yellow mustard for those hot dog and burger occasions and of course the mustard is made only with sustainably sourced mustard seeds.,19.39,,,,,,,"Hellmanns Light Squeezy Mayonnaise 430ml,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Hellmanns Light Squeezy Mayonnaise 430ml,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Hellmanns Light Squeezy Mayonnaise 430ml,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 8""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""430ml""],""prices"":[""0""],""details_status"":1}}"
35624,Grocery  Retail,Ketchup & Sauce Retail,,Hellmanns Real Mayonnaise 400 g,https://theqlocal.com/assets/images/Images/imagenameQXhmC.jpg,Real MayonnaiseHellmann’s Real Mayonnaise made with 100 percent freerange eggs the perfect accompaniment to all your meals burgers and sandwichesEnjoy the delicious creamy taste of Hellmanns Real Mayonnaise made with no artificial colours flavours or preservativesOur mayo contains sustainably sourced oils and is a good source of Omega3Our mayo is suitable for vegetarians perfect for healthy salads and tasty veggie burgersYou can use Hellmann’s Real Mayo for sandwiches salads and burgers  enjoy the pleasure of good tasty foodThe unmistakable amazing taste of Hellmanns Real mayonnaise for food lovers everywhereOver 100 years ago Richard Hellmann created Hellmanns mayonnaise in a deli in New York and he marked his best products by tying a blue ribbon around them. This blue ribbon can still be found on the label today and highlights our ongoing commitment to great quality products. Today Hellmanns Real Mayonnaise continues to be made using quality and sustainably sourced ingredients. That is why we only use 100 percent freerange eggs and source all of our oils responsibly. Enjoy the rich and creamy taste of Hellmanns Real Mayonnaise. It is an excellent source of Omega 3 and contains no artificial colours flavours or preservatives. Our mayo is suitable for vegetarians and is perfect for healthy salads and tasty veggie burgers. It can be used for the perfect tuna mayo sandwich as a jacket potato topping or is great as a dip. We help people to enjoy good honest food for the simple pleasure it is without worry or waste. Hellmanns mayonnaise with its unmistakeable amazing taste is available in multiple sized jars and convenient squeezy bottles. Treat yourself to the nations favourite mayonnaise. Use the unmistakeable amazing taste of Hellmanns to bring your sandwiches burgers or salads to life. For food lovers everywhere enjoy delicious food with Hellmanns.,14.29,,,,,,,"Hellmanns Real Mayonnaise 400 g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Hellmanns Real Mayonnaise 400 g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Hellmanns Real Mayonnaise 400 g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Ketchup Sauce Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""400g""],""prices"":[""0""],""details_status"":1}}"
